# t  tau  phi  dphi  a  H  zppz  N
1848.1 9.45156 6.2981 -0.00470111 3.10467e+60 0.0446582 3.90914e+118 139.288
1848.2 9.45156 6.29763 -0.00470111 3.11857e+60 0.0446549 3.94364e+118 139.292
1848.3 9.45156 6.29716 -0.0047011 3.13252e+60 0.0446516 3.97843e+118 139.297
1848.4 9.45156 6.29669 -0.0047011 3.14654e+60 0.0446483 4.01353e+118 139.301
1848.5 9.45156 6.29622 -0.0047011 3.16062e+60 0.0446449 4.04894e+118 139.306
1848.6 9.45156 6.29575 -0.0047011 3.17476e+60 0.0446416 4.08466e+118 139.31
1848.7 9.45156 6.29528 -0.0047011 3.18897e+60 0.0446383 4.12069e+118 139.315
1848.8 9.45156 6.29481 -0.0047011 3.20323e+60 0.044635 4.15703e+118 139.319
1848.9 9.45156 6.29434 -0.00470109 3.21756e+60 0.0446317 4.19369e+118 139.324
1849 9.45156 6.29387 -0.00470109 3.23195e+60 0.0446284 4.23068e+118 139.328
1849.1 9.45156 6.2934 -0.00470109 3.24641e+60 0.0446251 4.26798e+118 139.333
1849.2 9.45156 6.29293 -0.00470109 3.26093e+60 0.0446217 4.30561e+118 139.337
1849.3 9.45156 6.29246 -0.00470109 3.27551e+60 0.0446184 4.34357e+118 139.342
1849.4 9.45156 6.29199 -0.00470108 3.29016e+60 0.0446151 4.38187e+118 139.346
1849.5 9.45156 6.29152 -0.00470108 3.30487e+60 0.0446118 4.42049e+118 139.351
1849.6 9.45156 6.29105 -0.00470108 3.31965e+60 0.0446085 4.45946e+118 139.355
1849.7 9.45156 6.29058 -0.00470108 3.33449e+60 0.0446052 4.49876e+118 139.359
1849.8 9.45156 6.29011 -0.00470108 3.34939e+60 0.0446019 4.53841e+118 139.364
1849.9 9.45156 6.28964 -0.00470107 3.36436e+60 0.0445985 4.5784e+118 139.368
1850 9.45156 6.28917 -0.00470107 3.3794e+60 0.0445952 4.61875e+118 139.373
1850.1 9.45156 6.2887 -0.00470107 3.39451e+60 0.0445919 4.65944e+118 139.377
1850.2 9.45156 6.28823 -0.00470107 3.40968e+60 0.0445886 4.7005e+118 139.382
1850.3 9.45156 6.28776 -0.00470107 3.42491e+60 0.0445853 4.74191e+118 139.386
1850.4 9.45156 6.28729 -0.00470107 3.44022e+60 0.044582 4.78368e+118 139.391
1850.5 9.45156 6.28682 -0.00470106 3.45559e+60 0.0445786 4.82581e+118 139.395
1850.6 9.45156 6.28635 -0.00470106 3.47103e+60 0.0445753 4.86832e+118 139.4
1850.7 9.45156 6.28588 -0.00470106 3.48653e+60 0.044572 4.91119e+118 139.404
1850.8 9.45156 6.28541 -0.00470106 3.50211e+60 0.0445687 4.95444e+118 139.408
1850.9 9.45156 6.28494 -0.00470106 3.51775e+60 0.0445654 4.99807e+118 139.413
1851 9.45156 6.28447 -0.00470105 3.53346e+60 0.0445621 5.04208e+118 139.417
1851.1 9.45156 6.284 -0.00470105 3.54924e+60 0.0445588 5.08647e+118 139.422
1851.2 9.45156 6.28353 -0.00470105 3.56509e+60 0.0445554 5.13125e+118 139.426
1851.3 9.45156 6.28306 -0.00470105 3.58101e+60 0.0445521 5.17642e+118 139.431
1851.4 9.45156 6.28259 -0.00470105 3.597e+60 0.0445488 5.22198e+118 139.435
1851.5 9.45156 6.28212 -0.00470104 3.61306e+60 0.0445455 5.26795e+118 139.44
1851.6 9.45156 6.28165 -0.00470104 3.62919e+60 0.0445422 5.31431e+118 139.444
1851.7 9.45156 6.28118 -0.00470104 3.64539e+60 0.0445389 5.36108e+118 139.449
1851.8 9.45156 6.28071 -0.00470104 3.66166e+60 0.0445356 5.40825e+118 139.453
1851.9 9.45156 6.28024 -0.00470104 3.678e+60 0.0445322 5.45584e+118 139.457
1852 9.45156 6.27977 -0.00470103 3.69442e+60 0.0445289 5.50384e+118 139.462
1852.1 9.45156 6.2793 -0.00470103 3.7109e+60 0.0445256 5.55226e+118 139.466
1852.2 9.45156 6.27883 -0.00470103 3.72746e+60 0.0445223 5.6011e+118 139.471
1852.3 9.45156 6.27836 -0.00470103 3.7441e+60 0.044519 5.65037e+118 139.475
1852.4 9.45156 6.27789 -0.00470103 3.7608e+60 0.0445157 5.70007e+118 139.48
1852.5 9.45156 6.27742 -0.00470102 3.77758e+60 0.0445123 5.7502e+118 139.484
1852.6 9.45156 6.27695 -0.00470102 3.79443e+60 0.044509 5.80077e+118 139.489
1852.7 9.45156 6.27648 -0.00470102 3.81136e+60 0.0445057 5.85177e+118 139.493
1852.8 9.45156 6.27601 -0.00470102 3.82836e+60 0.0445024 5.90323e+118 139.498
1852.9 9.45156 6.27554 -0.00470102 3.84543e+60 0.0444991 5.95513e+118 139.502
1853 9.45156 6.27507 -0.00470102 3.86258e+60 0.0444958 6.00748e+118 139.506
1853.1 9.45156 6.2746 -0.00470101 3.8798e+60 0.0444925 6.06029e+118 139.511
1853.2 9.45156 6.27413 -0.00470101 3.8971e+60 0.0444891 6.11356e+118 139.515
1853.3 9.45156 6.27366 -0.00470101 3.91448e+60 0.0444858 6.1673e+118 139.52
1853.4 9.45156 6.27319 -0.00470101 3.93193e+60 0.0444825 6.2215e+118 139.524
1853.5 9.45156 6.27272 -0.00470101 3.94946e+60 0.0444792 6.27617e+118 139.529
1853.6 9.45156 6.27225 -0.004701 3.96707e+60 0.0444759 6.33132e+118 139.533
1853.7 9.45156 6.27178 -0.004701 3.98475e+60 0.0444726 6.38696e+118 139.538
1853.8 9.45156 6.27131 -0.004701 4.00251e+60 0.0444693 6.44307e+118 139.542
1853.9 9.45156 6.27084 -0.004701 4.02035e+60 0.0444659 6.49968e+118 139.546
1854 9.45156 6.27037 -0.004701 4.03826e+60 0.0444626 6.55677e+118 139.551
1854.1 9.45156 6.2699 -0.00470099 4.05626e+60 0.0444593 6.61437e+118 139.555
1854.2 9.45156 6.26943 -0.00470099 4.07433e+60 0.044456 6.67246e+118 139.56
1854.3 9.45156 6.26896 -0.00470099 4.09248e+60 0.0444527 6.73106e+118 139.564
1854.4 9.45156 6.26849 -0.00470099 4.11071e+60 0.0444494 6.79017e+118 139.569
1854.5 9.45156 6.26802 -0.00470099 4.12903e+60 0.044446 6.8498e+118 139.573
1854.6 9.45156 6.26755 -0.00470098 4.14742e+60 0.0444427 6.90995e+118 139.578
1854.7 9.45156 6.26708 -0.00470098 4.16589e+60 0.0444394 6.97061e+118 139.582
1854.8 9.45156 6.26661 -0.00470098 4.18444e+60 0.0444361 7.03181e+118 139.586
1854.9 9.45156 6.26614 -0.00470098 4.20308e+60 0.0444328 7.09354e+118 139.591
1855 9.45156 6.26567 -0.00470098 4.2218e+60 0.0444295 7.1558e+118 139.595
1855.1 9.45156 6.2652 -0.00470098 4.24059e+60 0.0444262 7.21861e+118 139.6
1855.2 9.45156 6.26473 -0.00470097 4.25947e+60 0.0444228 7.28197e+118 139.604
1855.3 9.45156 6.26426 -0.00470097 4.27844e+60 0.0444195 7.34587e+118 139.609
1855.4 9.45156 6.26379 -0.00470097 4.29748e+60 0.0444162 7.41033e+118 139.613
1855.5 9.45156 6.26332 -0.00470097 4.31661e+60 0.0444129 7.47535e+118 139.618
1855.6 9.45156 6.26285 -0.00470097 4.33583e+60 0.0444096 7.54094e+118 139.622
1855.7 9.45156 6.26238 -0.00470096 4.35512e+60 0.0444063 7.6071e+118 139.626
1855.8 9.45156 6.26191 -0.00470096 4.37451e+60 0.044403 7.67383e+118 139.631
1855.9 9.45156 6.26144 -0.00470096 4.39397e+60 0.0443996 7.74114e+118 139.635
1856 9.45156 6.26097 -0.00470096 4.41352e+60 0.0443963 7.80904e+118 139.64
1856.1 9.45156 6.2605 -0.00470096 4.43316e+60 0.044393 7.87753e+118 139.644
1856.2 9.45156 6.26002 -0.00470095 4.45288e+60 0.0443897 7.94661e+118 139.649
1856.3 9.45156 6.25955 -0.00470095 4.47269e+60 0.0443864 8.01629e+118 139.653
1856.4 9.45156 6.25908 -0.00470095 4.49259e+60 0.0443831 8.08658e+118 139.658
1856.5 9.45156 6.25861 -0.00470095 4.51257e+60 0.0443798 8.15748e+118 139.662
1856.6 9.45156 6.25814 -0.00470095 4.53264e+60 0.0443764 8.229e+118 139.666
1856.7 9.45156 6.25767 -0.00470094 4.5528e+60 0.0443731 8.30114e+118 139.671
1856.8 9.45156 6.2572 -0.00470094 4.57305e+60 0.0443698 8.3739e+118 139.675
1856.9 9.45156 6.25673 -0.00470094 4.59338e+60 0.0443665 8.4473e+118 139.68
1857 9.45156 6.25626 -0.00470094 4.61381e+60 0.0443632 8.52133e+118 139.684
1857.1 9.45156 6.25579 -0.00470094 4.63432e+60 0.0443599 8.59601e+118 139.689
1857.2 9.45156 6.25532 -0.00470093 4.65492e+60 0.0443565 8.67133e+118 139.693
1857.3 9.45156 6.25485 -0.00470093 4.67561e+60 0.0443532 8.74731e+118 139.697
1857.4 9.45156 6.25438 -0.00470093 4.6964e+60 0.0443499 8.82395e+118 139.702
1857.5 9.45156 6.25391 -0.00470093 4.71727e+60 0.0443466 8.90126e+118 139.706
1857.6 9.45156 6.25344 -0.00470093 4.73824e+60 0.0443433 8.97923e+118 139.711
1857.7 9.45156 6.25297 -0.00470093 4.75929e+60 0.04434 9.05789e+118 139.715
1857.8 9.45156 6.2525 -0.00470092 4.78044e+60 0.0443367 9.13722e+118 139.72
1857.9 9.45156 6.25203 -0.00470092 4.80168e+60 0.0443333 9.21725e+118 139.724
1858 9.45156 6.25156 -0.00470092 4.82302e+60 0.04433 9.29797e+118 139.729
1858.1 9.45156 6.25109 -0.00470092 4.84444e+60 0.0443267 9.37939e+118 139.733
1858.2 9.45156 6.25062 -0.00470092 4.86597e+60 0.0443234 9.46151e+118 139.737
1858.3 9.45156 6.25015 -0.00470091 4.88758e+60 0.0443201 9.54435e+118 139.742
1858.4 9.45156 6.24968 -0.00470091 4.90929e+60 0.0443168 9.62791e+118 139.746
1858.5 9.45156 6.24921 -0.00470091 4.93109e+60 0.0443135 9.71219e+118 139.751
1858.6 9.45156 6.24874 -0.00470091 4.95299e+60 0.0443101 9.79721e+118 139.755
1858.7 9.45156 6.24827 -0.00470091 4.97499e+60 0.0443068 9.88296e+118 139.76
1858.8 9.45156 6.2478 -0.0047009 4.99708e+60 0.0443035 9.96945e+118 139.764
1858.9 9.45156 6.24733 -0.0047009 5.01926e+60 0.0443002 1.00567e+119 139.768
1859 9.45156 6.24686 -0.0047009 5.04155e+60 0.0442969 1.01447e+119 139.773
1859.1 9.45156 6.24639 -0.0047009 5.06393e+60 0.0442936 1.02335e+119 139.777
1859.2 9.45156 6.24592 -0.0047009 5.08641e+60 0.0442903 1.0323e+119 139.782
1859.3 9.45156 6.24545 -0.00470089 5.10899e+60 0.0442869 1.04133e+119 139.786
1859.4 9.45156 6.24498 -0.00470089 5.13166e+60 0.0442836 1.05044e+119 139.791
1859.5 9.45156 6.24451 -0.00470089 5.15444e+60 0.0442803 1.05963e+119 139.795
1859.6 9.45156 6.24404 -0.00470089 5.17731e+60 0.044277 1.0689e+119 139.799
1859.7 9.45156 6.24357 -0.00470089 5.20028e+60 0.0442737 1.07825e+119 139.804
1859.8 9.45156 6.2431 -0.00470088 5.22336e+60 0.0442704 1.08768e+119 139.808
1859.9 9.45156 6.24263 -0.00470088 5.24653e+60 0.044267 1.09719e+119 139.813
1860 9.45156 6.24216 -0.00470088 5.26981e+60 0.0442637 1.10678e+119 139.817
1860.1 9.45156 6.24169 -0.00470088 5.29318e+60 0.0442604 1.11646e+119 139.822
1860.2 9.45156 6.24122 -0.00470088 5.31666e+60 0.0442571 1.12622e+119 139.826
1860.3 9.45156 6.24075 -0.00470087 5.34024e+60 0.0442538 1.13606e+119 139.83
1860.4 9.45156 6.24028 -0.00470087 5.36393e+60 0.0442505 1.14599e+119 139.835
1860.5 9.45156 6.23981 -0.00470087 5.38771e+60 0.0442472 1.15601e+119 139.839
1860.6 9.45156 6.23934 -0.00470087 5.41161e+60 0.0442438 1.16611e+119 139.844
1860.7 9.45156 6.23887 -0.00470087 5.4356e+60 0.0442405 1.1763e+119 139.848
1860.8 9.45156 6.2384 -0.00470086 5.4597e+60 0.0442372 1.18658e+119 139.852
1860.9 9.45156 6.23793 -0.00470086 5.48391e+60 0.0442339 1.19695e+119 139.857
1861 9.45156 6.23746 -0.00470086 5.50822e+60 0.0442306 1.20741e+119 139.861
1861.1 9.45156 6.23699 -0.00470086 5.53263e+60 0.0442273 1.21796e+119 139.866
1861.2 9.45156 6.23652 -0.00470086 5.55715e+60 0.044224 1.2286e+119 139.87
1861.3 9.45156 6.23605 -0.00470086 5.58178e+60 0.0442206 1.23933e+119 139.875
1861.4 9.45156 6.23558 -0.00470085 5.60652e+60 0.0442173 1.25015e+119 139.879
1861.5 9.45156 6.23511 -0.00470085 5.63136e+60 0.044214 1.26107e+119 139.883
1861.6 9.45156 6.23464 -0.00470085 5.65632e+60 0.0442107 1.27208e+119 139.888
1861.7 9.45156 6.23417 -0.00470085 5.68138e+60 0.0442074 1.28319e+119 139.892
1861.8 9.45156 6.2337 -0.00470085 5.70655e+60 0.0442041 1.2944e+119 139.897
1861.9 9.45156 6.23323 -0.00470084 5.73183e+60 0.0442008 1.3057e+119 139.901
1862 9.45156 6.23276 -0.00470084 5.75722e+60 0.0441974 1.3171e+119 139.906
1862.1 9.45156 6.23229 -0.00470084 5.78272e+60 0.0441941 1.3286e+119 139.91
1862.2 9.45156 6.23182 -0.00470084 5.80833e+60 0.0441908 1.34019e+119 139.914
1862.3 9.45156 6.23135 -0.00470084 5.83406e+60 0.0441875 1.35189e+119 139.919
1862.4 9.45156 6.23088 -0.00470083 5.85989e+60 0.0441842 1.36369e+119 139.923
1862.5 9.45156 6.23041 -0.00470083 5.88584e+60 0.0441809 1.37559e+119 139.928
1862.6 9.45156 6.22994 -0.00470083 5.9119e+60 0.0441776 1.38759e+119 139.932
1862.7 9.45156 6.22947 -0.00470083 5.93807e+60 0.0441742 1.3997e+119 139.936
1862.8 9.45156 6.229 -0.00470083 5.96436e+60 0.0441709 1.41191e+119 139.941
1862.9 9.45156 6.22853 -0.00470082 5.99076e+60 0.0441676 1.42423e+119 139.945
1863 9.45156 6.22806 -0.00470082 6.01728e+60 0.0441643 1.43665e+119 139.95
1863.1 9.45156 6.22759 -0.00470082 6.04391e+60 0.044161 1.44919e+119 139.954
1863.2 9.45156 6.22712 -0.00470082 6.07066e+60 0.0441577 1.46183e+119 139.959
1863.3 9.45156 6.22665 -0.00470082 6.09753e+60 0.0441543 1.47457e+119 139.963
1863.4 9.45156 6.22618 -0.00470081 6.12451e+60 0.044151 1.48743e+119 139.967
1863.5 9.45156 6.22571 -0.00470081 6.15161e+60 0.0441477 1.5004e+119 139.972
1863.6 9.45156 6.22524 -0.00470081 6.17883e+60 0.0441444 1.51349e+119 139.976
1863.7 9.45156 6.22477 -0.00470081 6.20616e+60 0.0441411 1.52668e+119 139.981
1863.8 9.45156 6.2243 -0.00470081 6.23361e+60 0.0441378 1.53999e+119 139.985
1863.9 9.45156 6.22383 -0.0047008 6.26119e+60 0.0441345 1.55342e+119 139.989
1864 9.45156 6.22336 -0.0047008 6.28888e+60 0.0441311 1.56696e+119 139.994
1864.1 9.45156 6.22289 -0.0047008 6.3167e+60 0.0441278 1.58062e+119 139.998
1864.2 9.45156 6.22242 -0.0047008 6.34463e+60 0.0441245 1.59439e+119 140.003
1864.3 9.45156 6.22195 -0.0047008 6.37269e+60 0.0441212 1.60829e+119 140.007
1864.4 9.45156 6.22148 -0.00470079 6.40086e+60 0.0441179 1.6223e+119 140.012
1864.5 9.45156 6.22101 -0.00470079 6.42917e+60 0.0441146 1.63644e+119 140.016
1864.6 9.45156 6.22054 -0.00470079 6.45759e+60 0.0441113 1.65069e+119 140.02
1864.7 9.45156 6.22007 -0.00470079 6.48614e+60 0.0441079 1.66507e+119 140.025
1864.8 9.45156 6.2196 -0.00470079 6.51481e+60 0.0441046 1.67958e+119 140.029
1864.9 9.45156 6.21913 -0.00470078 6.5436e+60 0.0441013 1.69421e+119 140.034
1865 9.45156 6.21866 -0.00470078 6.57252e+60 0.044098 1.70897e+119 140.038
1865.1 9.45156 6.21819 -0.00470078 6.60157e+60 0.0440947 1.72385e+119 140.042
1865.2 9.45156 6.21772 -0.00470078 6.63074e+60 0.0440914 1.73886e+119 140.047
1865.3 9.45156 6.21725 -0.00470078 6.66004e+60 0.0440881 1.754e+119 140.051
1865.4 9.45156 6.21678 -0.00470077 6.68947e+60 0.0440847 1.76927e+119 140.056
1865.5 9.45156 6.21631 -0.00470077 6.71902e+60 0.0440814 1.78468e+119 140.06
1865.6 9.45156 6.21584 -0.00470077 6.74871e+60 0.0440781 1.80022e+119 140.064
1865.7 9.45156 6.21537 -0.00470077 6.77852e+60 0.0440748 1.81589e+119 140.069
1865.8 9.45156 6.2149 -0.00470077 6.80846e+60 0.0440715 1.83169e+119 140.073
1865.9 9.45156 6.21443 -0.00470077 6.83853e+60 0.0440682 1.84764e+119 140.078
1866 9.45156 6.21396 -0.00470076 6.86873e+60 0.0440649 1.86372e+119 140.082
1866.1 9.45156 6.21349 -0.00470076 6.89906e+60 0.0440615 1.87994e+119 140.086
1866.2 9.45156 6.21302 -0.00470076 6.92953e+60 0.0440582 1.89629e+119 140.091
1866.3 9.45156 6.21255 -0.00470076 6.96012e+60 0.0440549 1.91279e+119 140.095
1866.4 9.45156 6.21208 -0.00470076 6.99085e+60 0.0440516 1.92944e+119 140.1
1866.5 9.45156 6.21161 -0.00470075 7.02172e+60 0.0440483 1.94622e+119 140.104
1866.6 9.45156 6.21114 -0.00470075 7.05271e+60 0.044045 1.96315e+119 140.109
1866.7 9.45156 6.21067 -0.00470075 7.08384e+60 0.0440417 1.98023e+119 140.113
1866.8 9.45156 6.2102 -0.00470075 7.11511e+60 0.0440383 1.99745e+119 140.117
1866.9 9.45156 6.20973 -0.00470075 7.14651e+60 0.044035 2.01482e+119 140.122
1867 9.45156 6.20926 -0.00470074 7.17805e+60 0.0440317 2.03234e+119 140.126
1867.1 9.45156 6.20879 -0.00470074 7.20972e+60 0.0440284 2.05002e+119 140.131
1867.2 9.45156 6.20832 -0.00470074 7.24154e+60 0.0440251 2.06784e+119 140.135
1867.3 9.45156 6.20785 -0.00470074 7.27349e+60 0.0440218 2.08582e+119 140.139
1867.4 9.45156 6.20738 -0.00470074 7.30557e+60 0.0440185 2.10395e+119 140.144
1867.5 9.45156 6.20691 -0.00470073 7.3378e+60 0.0440151 2.12224e+119 140.148
1867.6 9.45156 6.20644 -0.00470073 7.37017e+60 0.0440118 2.14069e+119 140.153
1867.7 9.45156 6.20597 -0.00470073 7.40268e+60 0.0440085 2.15929e+119 140.157
1867.8 9.45156 6.2055 -0.00470073 7.43533e+60 0.0440052 2.17806e+119 140.161
1867.9 9.45156 6.20503 -0.00470073 7.46812e+60 0.0440019 2.19699e+119 140.166
1868 9.45156 6.20456 -0.00470072 7.50105e+60 0.0439986 2.21608e+119 140.17
1868.1 9.45156 6.20408 -0.00470072 7.53412e+60 0.0439952 2.23533e+119 140.175
1868.2 9.45156 6.20361 -0.00470072 7.56734e+60 0.0439919 2.25475e+119 140.179
1868.3 9.45156 6.20314 -0.00470072 7.6007e+60 0.0439886 2.27434e+119 140.183
1868.4 9.45156 6.20267 -0.00470072 7.63421e+60 0.0439853 2.2941e+119 140.188
1868.5 9.45156 6.2022 -0.00470071 7.66786e+60 0.043982 2.31403e+119 140.192
1868.6 9.45156 6.20173 -0.00470071 7.70166e+60 0.0439787 2.33412e+119 140.197
1868.7 9.45156 6.20126 -0.00470071 7.7356e+60 0.0439754 2.3544e+119 140.201
1868.8 9.45156 6.20079 -0.00470071 7.7697e+60 0.043972 2.37484e+119 140.205
1868.9 9.45156 6.20032 -0.00470071 7.80393e+60 0.0439687 2.39546e+119 140.21
1869 9.45156 6.19985 -0.0047007 7.83832e+60 0.0439654 2.41626e+119 140.214
1869.1 9.45156 6.19938 -0.0047007 7.87286e+60 0.0439621 2.43724e+119 140.219
1869.2 9.45156 6.19891 -0.0047007 7.90754e+60 0.0439588 2.4584e+119 140.223
1869.3 9.45156 6.19844 -0.0047007 7.94238e+60 0.0439555 2.47974e+119 140.227
1869.4 9.45156 6.19797 -0.0047007 7.97737e+60 0.0439522 2.50126e+119 140.232
1869.5 9.45156 6.1975 -0.00470069 8.0125e+60 0.0439488 2.52297e+119 140.236
1869.6 9.45156 6.19703 -0.00470069 8.04779e+60 0.0439455 2.54487e+119 140.241
1869.7 9.45156 6.19656 -0.00470069 8.08324e+60 0.0439422 2.56695e+119 140.245
1869.8 9.45156 6.19609 -0.00470069 8.11883e+60 0.0439389 2.58923e+119 140.249
1869.9 9.45156 6.19562 -0.00470069 8.15458e+60 0.0439356 2.61169e+119 140.254
1870 9.45156 6.19515 -0.00470068 8.19049e+60 0.0439323 2.63435e+119 140.258
1870.1 9.45156 6.19468 -0.00470068 8.22655e+60 0.043929 2.6572e+119 140.262
1870.2 9.45156 6.19421 -0.00470068 8.26277e+60 0.0439256 2.68025e+119 140.267
1870.3 9.45156 6.19374 -0.00470068 8.29914e+60 0.0439223 2.7035e+119 140.271
1870.4 9.45156 6.19327 -0.00470068 8.33567e+60 0.043919 2.72695e+119 140.276
1870.5 9.45156 6.1928 -0.00470067 8.37236e+60 0.0439157 2.7506e+119 140.28
1870.6 9.45156 6.19233 -0.00470067 8.40921e+60 0.0439124 2.77445e+119 140.284
1870.7 9.45156 6.19186 -0.00470067 8.44621e+60 0.0439091 2.79851e+119 140.289
1870.8 9.45156 6.19139 -0.00470067 8.48338e+60 0.0439058 2.82278e+119 140.293
1870.9 9.45156 6.19092 -0.00470067 8.52071e+60 0.0439024 2.84725e+119 140.298
1871 9.45156 6.19045 -0.00470066 8.55819e+60 0.0438991 2.87193e+119 140.302
1871.1 9.45156 6.18998 -0.00470066 8.59585e+60 0.0438958 2.89683e+119 140.306
1871.2 9.45156 6.18951 -0.00470066 8.63366e+60 0.0438925 2.92194e+119 140.311
1871.3 9.45156 6.18904 -0.00470066 8.67164e+60 0.0438892 2.94726e+119 140.315
1871.4 9.45156 6.18857 -0.00470066 8.70978e+60 0.0438859 2.9728e+119 140.32
1871.5 9.45156 6.1881 -0.00470065 8.74808e+60 0.0438826 2.99856e+119 140.324
1871.6 9.45156 6.18763 -0.00470065 8.78656e+60 0.0438792 3.02455e+119 140.328
1871.7 9.45156 6.18716 -0.00470065 8.82519e+60 0.0438759 3.05075e+119 140.333
1871.8 9.45156 6.18669 -0.00470065 8.864e+60 0.0438726 3.07718e+119 140.337
1871.9 9.45156 6.18622 -0.00470065 8.90297e+60 0.0438693 3.10384e+119 140.341
1872 9.45156 6.18575 -0.00470064 8.94211e+60 0.043866 3.13073e+119 140.346
1872.1 9.45156 6.18528 -0.00470064 8.98142e+60 0.0438627 3.15784e+119 140.35
1872.2 9.45156 6.18481 -0.00470064 9.0209e+60 0.0438594 3.18519e+119 140.355
1872.3 9.45156 6.18434 -0.00470064 9.06055e+60 0.043856 3.21278e+119 140.359
1872.4 9.45156 6.18387 -0.00470064 9.10037e+60 0.0438527 3.2406e+119 140.363
1872.5 9.45156 6.1834 -0.00470063 9.14037e+60 0.0438494 3.26866e+119 140.368
1872.6 9.45156 6.18293 -0.00470063 9.18053e+60 0.0438461 3.29696e+119 140.372
1872.7 9.45156 6.18246 -0.00470063 9.22087e+60 0.0438428 3.3255e+119 140.377
1872.8 9.45156 6.18199 -0.00470063 9.26139e+60 0.0438395 3.35429e+119 140.381
1872.9 9.45156 6.18152 -0.00470063 9.30208e+60 0.0438362 3.38333e+119 140.385
1873 9.45156 6.18105 -0.00470062 9.34294e+60 0.0438328 3.41261e+119 140.39
1873.1 9.45156 6.18058 -0.00470062 9.38398e+60 0.0438295 3.44215e+119 140.394
1873.2 9.45156 6.18011 -0.00470062 9.4252e+60 0.0438262 3.47194e+119 140.398
1873.3 9.45156 6.17964 -0.00470062 9.4666e+60 0.0438229 3.50198e+119 140.403
1873.4 9.45156 6.17917 -0.00470062 9.50817e+60 0.0438196 3.53228e+119 140.407
1873.5 9.45156 6.1787 -0.00470061 9.54993e+60 0.0438163 3.56284e+119 140.412
1873.6 9.45156 6.17823 -0.00470061 9.59186e+60 0.043813 3.59367e+119 140.416
1873.7 9.45156 6.17776 -0.00470061 9.63398e+60 0.0438096 3.62476e+119 140.42
1873.8 9.45156 6.17729 -0.00470061 9.67627e+60 0.0438063 3.65611e+119 140.425
1873.9 9.45156 6.17682 -0.00470061 9.71875e+60 0.043803 3.68773e+119 140.429
1874 9.45156 6.17635 -0.0047006 9.76142e+60 0.0437997 3.71963e+119 140.434
1874.1 9.45156 6.17588 -0.0047006 9.80426e+60 0.0437964 3.7518e+119 140.438
1874.2 9.45156 6.17541 -0.0047006 9.84729e+60 0.0437931 3.78424e+119 140.442
1874.3 9.45156 6.17494 -0.0047006 9.89051e+60 0.0437898 3.81696e+119 140.447
1874.4 9.45156 6.17447 -0.0047006 9.93392e+60 0.0437864 3.84996e+119 140.451
1874.5 9.45156 6.174 -0.00470059 9.97751e+60 0.0437831 3.88325e+119 140.455
1874.6 9.45156 6.17353 -0.00470059 1.00213e+61 0.0437798 3.91681e+119 140.46
1874.7 9.45156 6.17306 -0.00470059 1.00653e+61 0.0437765 3.95067e+119 140.464
1874.8 9.45156 6.17259 -0.00470059 1.01094e+61 0.0437732 3.98482e+119 140.469
1874.9 9.45156 6.17212 -0.00470059 1.01538e+61 0.0437699 4.01926e+119 140.473
1875 9.45156 6.17165 -0.00470058 1.01983e+61 0.0437666 4.05399e+119 140.477
1875.1 9.45156 6.17118 -0.00470058 1.0243e+61 0.0437632 4.08902e+119 140.482
1875.2 9.45156 6.17071 -0.00470058 1.02879e+61 0.0437599 4.12435e+119 140.486
1875.3 9.45156 6.17024 -0.00470058 1.03331e+61 0.0437566 4.15999e+119 140.49
1875.4 9.45156 6.16977 -0.00470058 1.03784e+61 0.0437533 4.19593e+119 140.495
1875.5 9.45156 6.1693 -0.00470057 1.04239e+61 0.04375 4.23217e+119 140.499
1875.6 9.45156 6.16883 -0.00470057 1.04696e+61 0.0437467 4.26873e+119 140.504
1875.7 9.45156 6.16836 -0.00470057 1.05155e+61 0.0437434 4.3056e+119 140.508
1875.8 9.45156 6.16789 -0.00470057 1.05616e+61 0.04374 4.34279e+119 140.512
1875.9 9.45156 6.16742 -0.00470057 1.06079e+61 0.0437367 4.38029e+119 140.517
1876 9.45156 6.16695 -0.00470056 1.06544e+61 0.0437334 4.41811e+119 140.521
1876.1 9.45156 6.16648 -0.00470056 1.07011e+61 0.0437301 4.45626e+119 140.525
1876.2 9.45156 6.16601 -0.00470056 1.0748e+61 0.0437268 4.49474e+119 140.53
1876.3 9.45156 6.16554 -0.00470056 1.07951e+61 0.0437235 4.53354e+119 140.534
1876.4 9.45156 6.16507 -0.00470056 1.08424e+61 0.0437202 4.57268e+119 140.539
1876.5 9.45156 6.1646 -0.00470055 1.08899e+61 0.0437168 4.61215e+119 140.543
1876.6 9.45156 6.16413 -0.00470055 1.09376e+61 0.0437135 4.65195e+119 140.547
1876.7 9.45156 6.16366 -0.00470055 1.09855e+61 0.0437102 4.6921e+119 140.552
1876.8 9.45156 6.16319 -0.00470055 1.10336e+61 0.0437069 4.73259e+119 140.556
1876.9 9.45156 6.16272 -0.00470055 1.10819e+61 0.0437036 4.77343e+119 140.56
1877 9.45156 6.16225 -0.00470054 1.11305e+61 0.0437003 4.81462e+119 140.565
1877.1 9.45156 6.16178 -0.00470054 1.11792e+61 0.043697 4.85616e+119 140.569
