# t  tau  phi  dphi  a  H  zppz  N
1818.8 9.45156 6.43585 -0.00470165 8.27118e+59 0.0456296 2.8945e+117 137.965
1818.9 9.45156 6.43538 -0.00470164 8.309e+59 0.0456263 2.92062e+117 137.97
1819 9.45156 6.43491 -0.00470164 8.347e+59 0.045623 2.94697e+117 137.974
1819.1 9.45156 6.43444 -0.00470164 8.38517e+59 0.0456197 2.97356e+117 137.979
1819.2 9.45156 6.43397 -0.00470164 8.4235e+59 0.0456164 3.00038e+117 137.984
1819.3 9.45156 6.4335 -0.00470164 8.46202e+59 0.0456131 3.02745e+117 137.988
1819.4 9.45156 6.43303 -0.00470164 8.5007e+59 0.0456097 3.05475e+117 137.993
1819.5 9.45156 6.43256 -0.00470163 8.53956e+59 0.0456064 3.0823e+117 137.997
1819.6 9.45156 6.43209 -0.00470163 8.57859e+59 0.0456031 3.1101e+117 138.002
1819.7 9.45156 6.43162 -0.00470163 8.6178e+59 0.0455998 3.13814e+117 138.006
1819.8 9.45156 6.43115 -0.00470163 8.65719e+59 0.0455965 3.16644e+117 138.011
1819.9 9.45156 6.43068 -0.00470163 8.69675e+59 0.0455932 3.19499e+117 138.015
1820 9.45156 6.43021 -0.00470162 8.73649e+59 0.0455898 3.2238e+117 138.02
1820.1 9.45156 6.42974 -0.00470162 8.77641e+59 0.0455865 3.25286e+117 138.025
1820.2 9.45156 6.42927 -0.00470162 8.81651e+59 0.0455832 3.28218e+117 138.029
1820.3 9.45156 6.4288 -0.00470162 8.85679e+59 0.0455799 3.31176e+117 138.034
1820.4 9.45156 6.42833 -0.00470162 8.89725e+59 0.0455766 3.34161e+117 138.038
1820.5 9.45156 6.42786 -0.00470162 8.93789e+59 0.0455733 3.37173e+117 138.043
1820.6 9.45156 6.42739 -0.00470161 8.97871e+59 0.0455699 3.40211e+117 138.047
1820.7 9.45156 6.42692 -0.00470161 9.01972e+59 0.0455666 3.43277e+117 138.052
1820.8 9.45156 6.42645 -0.00470161 9.06091e+59 0.0455633 3.4637e+117 138.056
1820.9 9.45156 6.42598 -0.00470161 9.10229e+59 0.04556 3.4949e+117 138.061
1821 9.45156 6.42551 -0.00470161 9.14385e+59 0.0455567 3.52639e+117 138.066
1821.1 9.45156 6.42504 -0.00470161 9.1856e+59 0.0455534 3.55815e+117 138.07
1821.2 9.45156 6.42457 -0.0047016 9.22754e+59 0.0455501 3.5902e+117 138.075
1821.3 9.45156 6.4241 -0.0047016 9.26967e+59 0.0455467 3.62254e+117 138.079
1821.4 9.45156 6.42363 -0.0047016 9.31198e+59 0.0455434 3.65516e+117 138.084
1821.5 9.45156 6.42316 -0.0047016 9.35449e+59 0.0455401 3.68808e+117 138.088
1821.6 9.45156 6.42269 -0.0047016 9.39718e+59 0.0455368 3.72129e+117 138.093
1821.7 9.45156 6.42222 -0.00470159 9.44007e+59 0.0455335 3.7548e+117 138.097
1821.8 9.45156 6.42175 -0.00470159 9.48315e+59 0.0455302 3.7886e+117 138.102
1821.9 9.45156 6.42128 -0.00470159 9.52642e+59 0.0455268 3.82271e+117 138.107
1822 9.45156 6.42081 -0.00470159 9.56989e+59 0.0455235 3.85712e+117 138.111
1822.1 9.45156 6.42034 -0.00470159 9.61355e+59 0.0455202 3.89184e+117 138.116
1822.2 9.45156 6.41987 -0.00470159 9.65741e+59 0.0455169 3.92687e+117 138.12
1822.3 9.45156 6.4194 -0.00470158 9.70147e+59 0.0455136 3.96221e+117 138.125
1822.4 9.45156 6.41893 -0.00470158 9.74572e+59 0.0455103 3.99787e+117 138.129
1822.5 9.45156 6.41846 -0.00470158 9.79018e+59 0.0455069 4.03384e+117 138.134
1822.6 9.45156 6.41799 -0.00470158 9.83483e+59 0.0455036 4.07014e+117 138.138
1822.7 9.45156 6.41752 -0.00470158 9.87968e+59 0.0455003 4.10676e+117 138.143
1822.8 9.45156 6.41705 -0.00470157 9.92473e+59 0.045497 4.1437e+117 138.148
1822.9 9.45156 6.41658 -0.00470157 9.96999e+59 0.0454937 4.18098e+117 138.152
1823 9.45156 6.41611 -0.00470157 1.00154e+60 0.0454904 4.21859e+117 138.157
1823.1 9.45156 6.41564 -0.00470157 1.00611e+60 0.0454871 4.25653e+117 138.161
1823.2 9.45156 6.41517 -0.00470157 1.0107e+60 0.0454837 4.29482e+117 138.166
1823.3 9.45156 6.4147 -0.00470157 1.01531e+60 0.0454804 4.33344e+117 138.17
1823.4 9.45156 6.41423 -0.00470156 1.01993e+60 0.0454771 4.37241e+117 138.175
1823.5 9.45156 6.41376 -0.00470156 1.02458e+60 0.0454738 4.41172e+117 138.179
1823.6 9.45156 6.41329 -0.00470156 1.02925e+60 0.0454705 4.45139e+117 138.184
1823.7 9.45156 6.41282 -0.00470156 1.03394e+60 0.0454672 4.49141e+117 138.188
1823.8 9.45156 6.41235 -0.00470156 1.03865e+60 0.0454638 4.53179e+117 138.193
1823.9 9.45156 6.41188 -0.00470155 1.04339e+60 0.0454605 4.57252e+117 138.198
1824 9.45156 6.41141 -0.00470155 1.04814e+60 0.0454572 4.61362e+117 138.202
1824.1 9.45156 6.41094 -0.00470155 1.05292e+60 0.0454539 4.65509e+117 138.207
1824.2 9.45156 6.41047 -0.00470155 1.05771e+60 0.0454506 4.69692e+117 138.211
1824.3 9.45156 6.40999 -0.00470155 1.06253e+60 0.0454473 4.73913e+117 138.216
1824.4 9.45156 6.40952 -0.00470155 1.06737e+60 0.045444 4.78172e+117 138.22
1824.5 9.45156 6.40905 -0.00470154 1.07223e+60 0.0454406 4.82468e+117 138.225
1824.6 9.45156 6.40858 -0.00470154 1.07711e+60 0.0454373 4.86803e+117 138.229
1824.7 9.45156 6.40811 -0.00470154 1.08202e+60 0.045434 4.91176e+117 138.234
1824.8 9.45156 6.40764 -0.00470154 1.08695e+60 0.0454307 4.95588e+117 138.238
1824.9 9.45156 6.40717 -0.00470154 1.0919e+60 0.0454274 5.0004e+117 138.243
1825 9.45156 6.4067 -0.00470154 1.09687e+60 0.0454241 5.04531e+117 138.248
1825.1 9.45156 6.40623 -0.00470153 1.10186e+60 0.0454207 5.09062e+117 138.252
1825.2 9.45156 6.40576 -0.00470153 1.10688e+60 0.0454174 5.13633e+117 138.257
1825.3 9.45156 6.40529 -0.00470153 1.11192e+60 0.0454141 5.18246e+117 138.261
1825.4 9.45156 6.40482 -0.00470153 1.11698e+60 0.0454108 5.22899e+117 138.266
1825.5 9.45156 6.40435 -0.00470153 1.12206e+60 0.0454075 5.27594e+117 138.27
1825.6 9.45156 6.40388 -0.00470152 1.12717e+60 0.0454042 5.3233e+117 138.275
1825.7 9.45156 6.40341 -0.00470152 1.1323e+60 0.0454008 5.37109e+117 138.279
1825.8 9.45156 6.40294 -0.00470152 1.13745e+60 0.0453975 5.4193e+117 138.284
1825.9 9.45156 6.40247 -0.00470152 1.14262e+60 0.0453942 5.46794e+117 138.288
1826 9.45156 6.402 -0.00470152 1.14782e+60 0.0453909 5.51701e+117 138.293
1826.1 9.45156 6.40153 -0.00470152 1.15304e+60 0.0453876 5.56652e+117 138.298
1826.2 9.45156 6.40106 -0.00470151 1.15829e+60 0.0453843 5.61647e+117 138.302
1826.3 9.45156 6.40059 -0.00470151 1.16356e+60 0.045381 5.66687e+117 138.307
1826.4 9.45156 6.40012 -0.00470151 1.16885e+60 0.0453776 5.71771e+117 138.311
1826.5 9.45156 6.39965 -0.00470151 1.17416e+60 0.0453743 5.76901e+117 138.316
1826.6 9.45156 6.39918 -0.00470151 1.1795e+60 0.045371 5.82076e+117 138.32
1826.7 9.45156 6.39871 -0.0047015 1.18487e+60 0.0453677 5.87297e+117 138.325
1826.8 9.45156 6.39824 -0.0047015 1.19026e+60 0.0453644 5.92565e+117 138.329
1826.9 9.45156 6.39777 -0.0047015 1.19567e+60 0.0453611 5.97879e+117 138.334
1827 9.45156 6.3973 -0.0047015 1.2011e+60 0.0453577 6.03241e+117 138.338
1827.1 9.45156 6.39683 -0.0047015 1.20656e+60 0.0453544 6.08651e+117 138.343
1827.2 9.45156 6.39636 -0.0047015 1.21205e+60 0.0453511 6.14108e+117 138.347
1827.3 9.45156 6.39589 -0.00470149 1.21756e+60 0.0453478 6.19614e+117 138.352
1827.4 9.45156 6.39542 -0.00470149 1.22309e+60 0.0453445 6.25169e+117 138.356
1827.5 9.45156 6.39495 -0.00470149 1.22865e+60 0.0453412 6.30774e+117 138.361
1827.6 9.45156 6.39448 -0.00470149 1.23423e+60 0.0453379 6.36428e+117 138.366
1827.7 9.45156 6.39401 -0.00470149 1.23984e+60 0.0453345 6.42132e+117 138.37
1827.8 9.45156 6.39354 -0.00470148 1.24547e+60 0.0453312 6.47888e+117 138.375
1827.9 9.45156 6.39307 -0.00470148 1.25113e+60 0.0453279 6.53694e+117 138.379
1828 9.45156 6.3926 -0.00470148 1.25682e+60 0.0453246 6.59552e+117 138.384
1828.1 9.45156 6.39213 -0.00470148 1.26252e+60 0.0453213 6.65462e+117 138.388
1828.2 9.45156 6.39166 -0.00470148 1.26826e+60 0.045318 6.71424e+117 138.393
1828.3 9.45156 6.39119 -0.00470148 1.27402e+60 0.0453146 6.7744e+117 138.397
1828.4 9.45156 6.39072 -0.00470147 1.27981e+60 0.0453113 6.83508e+117 138.402
1828.5 9.45156 6.39025 -0.00470147 1.28562e+60 0.045308 6.89631e+117 138.406
1828.6 9.45156 6.38978 -0.00470147 1.29146e+60 0.0453047 6.95808e+117 138.411
1828.7 9.45156 6.38931 -0.00470147 1.29732e+60 0.0453014 7.0204e+117 138.415
1828.8 9.45156 6.38884 -0.00470147 1.30321e+60 0.0452981 7.08328e+117 138.42
1828.9 9.45156 6.38837 -0.00470146 1.30913e+60 0.0452947 7.14671e+117 138.424
1829 9.45156 6.3879 -0.00470146 1.31507e+60 0.0452914 7.2107e+117 138.429
1829.1 9.45156 6.38743 -0.00470146 1.32104e+60 0.0452881 7.27526e+117 138.434
1829.2 9.45156 6.38696 -0.00470146 1.32703e+60 0.0452848 7.3404e+117 138.438
1829.3 9.45156 6.38649 -0.00470146 1.33306e+60 0.0452815 7.40611e+117 138.443
1829.4 9.45156 6.38602 -0.00470146 1.33911e+60 0.0452782 7.47241e+117 138.447
1829.5 9.45156 6.38555 -0.00470145 1.34518e+60 0.0452749 7.5393e+117 138.452
1829.6 9.45156 6.38508 -0.00470145 1.35129e+60 0.0452715 7.60678e+117 138.456
1829.7 9.45156 6.38461 -0.00470145 1.35742e+60 0.0452682 7.67485e+117 138.461
1829.8 9.45156 6.38414 -0.00470145 1.36358e+60 0.0452649 7.74354e+117 138.465
1829.9 9.45156 6.38367 -0.00470145 1.36976e+60 0.0452616 7.81283e+117 138.47
1830 9.45156 6.3832 -0.00470144 1.37598e+60 0.0452583 7.88273e+117 138.474
1830.1 9.45156 6.38273 -0.00470144 1.38222e+60 0.045255 7.95326e+117 138.479
1830.2 9.45156 6.38226 -0.00470144 1.38849e+60 0.0452516 8.02441e+117 138.483
1830.3 9.45156 6.38179 -0.00470144 1.39478e+60 0.0452483 8.0962e+117 138.488
1830.4 9.45156 6.38132 -0.00470144 1.40111e+60 0.045245 8.16862e+117 138.492
1830.5 9.45156 6.38085 -0.00470144 1.40746e+60 0.0452417 8.24168e+117 138.497
1830.6 9.45156 6.38038 -0.00470143 1.41385e+60 0.0452384 8.31539e+117 138.501
1830.7 9.45156 6.37991 -0.00470143 1.42026e+60 0.0452351 8.38975e+117 138.506
1830.8 9.45156 6.37944 -0.00470143 1.42669e+60 0.0452318 8.46477e+117 138.51
1830.9 9.45156 6.37897 -0.00470143 1.43316e+60 0.0452284 8.54046e+117 138.515
1831 9.45156 6.37849 -0.00470143 1.43966e+60 0.0452251 8.61682e+117 138.52
1831.1 9.45156 6.37802 -0.00470142 1.44618e+60 0.0452218 8.69386e+117 138.524
1831.2 9.45156 6.37755 -0.00470142 1.45274e+60 0.0452185 8.77158e+117 138.529
1831.3 9.45156 6.37708 -0.00470142 1.45932e+60 0.0452152 8.84998e+117 138.533
1831.4 9.45156 6.37661 -0.00470142 1.46593e+60 0.0452119 8.92908e+117 138.538
1831.5 9.45156 6.37614 -0.00470142 1.47258e+60 0.0452085 9.00889e+117 138.542
1831.6 9.45156 6.37567 -0.00470142 1.47925e+60 0.0452052 9.0894e+117 138.547
1831.7 9.45156 6.3752 -0.00470141 1.48595e+60 0.0452019 9.17062e+117 138.551
1831.8 9.45156 6.37473 -0.00470141 1.49268e+60 0.0451986 9.25256e+117 138.556
1831.9 9.45156 6.37426 -0.00470141 1.49944e+60 0.0451953 9.33523e+117 138.56
1832 9.45156 6.37379 -0.00470141 1.50624e+60 0.045192 9.41864e+117 138.565
1832.1 9.45156 6.37332 -0.00470141 1.51306e+60 0.0451887 9.50278e+117 138.569
1832.2 9.45156 6.37285 -0.0047014 1.51991e+60 0.0451853 9.58766e+117 138.574
1832.3 9.45156 6.37238 -0.0047014 1.52679e+60 0.045182 9.6733e+117 138.578
1832.4 9.45156 6.37191 -0.0047014 1.53371e+60 0.0451787 9.75969e+117 138.583
1832.5 9.45156 6.37144 -0.0047014 1.54065e+60 0.0451754 9.84685e+117 138.587
1832.6 9.45156 6.37097 -0.0047014 1.54763e+60 0.0451721 9.93479e+117 138.592
1832.7 9.45156 6.3705 -0.0047014 1.55463e+60 0.0451688 1.00235e+118 138.596
1832.8 9.45156 6.37003 -0.00470139 1.56167e+60 0.0451654 1.0113e+118 138.601
1832.9 9.45156 6.36956 -0.00470139 1.56874e+60 0.0451621 1.02033e+118 138.605
1833 9.45156 6.36909 -0.00470139 1.57584e+60 0.0451588 1.02944e+118 138.61
1833.1 9.45156 6.36862 -0.00470139 1.58297e+60 0.0451555 1.03863e+118 138.614
1833.2 9.45156 6.36815 -0.00470139 1.59014e+60 0.0451522 1.0479e+118 138.619
1833.3 9.45156 6.36768 -0.00470138 1.59733e+60 0.0451489 1.05725e+118 138.623
1833.4 9.45156 6.36721 -0.00470138 1.60456e+60 0.0451455 1.06668e+118 138.628
1833.5 9.45156 6.36674 -0.00470138 1.61182e+60 0.0451422 1.0762e+118 138.632
1833.6 9.45156 6.36627 -0.00470138 1.61911e+60 0.0451389 1.08581e+118 138.637
1833.7 9.45156 6.3658 -0.00470138 1.62644e+60 0.0451356 1.0955e+118 138.641
1833.8 9.45156 6.36533 -0.00470138 1.6338e+60 0.0451323 1.10527e+118 138.646
1833.9 9.45156 6.36486 -0.00470137 1.64119e+60 0.045129 1.11513e+118 138.651
1834 9.45156 6.36439 -0.00470137 1.64861e+60 0.0451257 1.12508e+118 138.655
1834.1 9.45156 6.36392 -0.00470137 1.65606e+60 0.0451223 1.13511e+118 138.66
1834.2 9.45156 6.36345 -0.00470137 1.66355e+60 0.045119 1.14524e+118 138.664
1834.3 9.45156 6.36298 -0.00470137 1.67108e+60 0.0451157 1.15545e+118 138.669
1834.4 9.45156 6.36251 -0.00470136 1.67863e+60 0.0451124 1.16575e+118 138.673
1834.5 9.45156 6.36204 -0.00470136 1.68622e+60 0.0451091 1.17615e+118 138.678
1834.6 9.45156 6.36157 -0.00470136 1.69385e+60 0.0451058 1.18664e+118 138.682
1834.7 9.45156 6.3611 -0.00470136 1.7015e+60 0.0451024 1.19722e+118 138.687
1834.8 9.45156 6.36063 -0.00470136 1.70919e+60 0.0450991 1.20789e+118 138.691
1834.9 9.45156 6.36016 -0.00470135 1.71692e+60 0.0450958 1.21866e+118 138.696
1835 9.45156 6.35969 -0.00470135 1.72468e+60 0.0450925 1.22952e+118 138.7
1835.1 9.45156 6.35922 -0.00470135 1.73247e+60 0.0450892 1.24048e+118 138.705
1835.2 9.45156 6.35875 -0.00470135 1.7403e+60 0.0450859 1.25153e+118 138.709
1835.3 9.45156 6.35828 -0.00470135 1.74817e+60 0.0450826 1.26269e+118 138.714
1835.4 9.45156 6.35781 -0.00470135 1.75606e+60 0.0450792 1.27394e+118 138.718
1835.5 9.45156 6.35734 -0.00470134 1.764e+60 0.0450759 1.28529e+118 138.723
1835.6 9.45156 6.35687 -0.00470134 1.77197e+60 0.0450726 1.29674e+118 138.727
1835.7 9.45156 6.3564 -0.00470134 1.77997e+60 0.0450693 1.30829e+118 138.732
1835.8 9.45156 6.35593 -0.00470134 1.78801e+60 0.045066 1.31995e+118 138.736
1835.9 9.45156 6.35546 -0.00470134 1.79609e+60 0.0450627 1.33171e+118 138.741
1836 9.45156 6.35499 -0.00470133 1.8042e+60 0.0450593 1.34357e+118 138.745
1836.1 9.45156 6.35452 -0.00470133 1.81235e+60 0.045056 1.35553e+118 138.75
1836.2 9.45156 6.35405 -0.00470133 1.82053e+60 0.0450527 1.3676e+118 138.754
1836.3 9.45156 6.35358 -0.00470133 1.82875e+60 0.0450494 1.37978e+118 138.759
1836.4 9.45156 6.35311 -0.00470133 1.83701e+60 0.0450461 1.39207e+118 138.763
1836.5 9.45156 6.35264 -0.00470133 1.8453e+60 0.0450428 1.40446e+118 138.768
1836.6 9.45156 6.35217 -0.00470132 1.85363e+60 0.0450395 1.41697e+118 138.772
1836.7 9.45156 6.3517 -0.00470132 1.862e+60 0.0450361 1.42958e+118 138.777
1836.8 9.45156 6.35123 -0.00470132 1.8704e+60 0.0450328 1.44231e+118 138.781
1836.9 9.45156 6.35076 -0.00470132 1.87884e+60 0.0450295 1.45514e+118 138.786
1837 9.45156 6.35029 -0.00470132 1.88732e+60 0.0450262 1.46809e+118 138.79
1837.1 9.45156 6.34982 -0.00470131 1.89584e+60 0.0450229 1.48116e+118 138.795
1837.2 9.45156 6.34935 -0.00470131 1.90439e+60 0.0450196 1.49434e+118 138.799
1837.3 9.45156 6.34888 -0.00470131 1.91299e+60 0.0450162 1.50764e+118 138.804
1837.4 9.45156 6.34841 -0.00470131 1.92162e+60 0.0450129 1.52105e+118 138.808
1837.5 9.45156 6.34794 -0.00470131 1.93029e+60 0.0450096 1.53458e+118 138.813
1837.6 9.45156 6.34747 -0.00470131 1.93899e+60 0.0450063 1.54823e+118 138.817
1837.7 9.45156 6.347 -0.0047013 1.94774e+60 0.045003 1.56201e+118 138.822
1837.8 9.45156 6.34653 -0.0047013 1.95653e+60 0.0449997 1.5759e+118 138.826
1837.9 9.45156 6.34606 -0.0047013 1.96535e+60 0.0449964 1.58992e+118 138.831
1838 9.45156 6.34559 -0.0047013 1.97421e+60 0.044993 1.60406e+118 138.835
1838.1 9.45156 6.34512 -0.0047013 1.98311e+60 0.0449897 1.61832e+118 138.84
1838.2 9.45156 6.34465 -0.00470129 1.99206e+60 0.0449864 1.63271e+118 138.844
1838.3 9.45156 6.34418 -0.00470129 2.00104e+60 0.0449831 1.64723e+118 138.849
1838.4 9.45156 6.3437 -0.00470129 2.01006e+60 0.0449798 1.66187e+118 138.853
1838.5 9.45156 6.34323 -0.00470129 2.01912e+60 0.0449765 1.67665e+118 138.858
1838.6 9.45156 6.34276 -0.00470129 2.02822e+60 0.0449732 1.69155e+118 138.862
1838.7 9.45156 6.34229 -0.00470128 2.03736e+60 0.0449698 1.70658e+118 138.867
1838.8 9.45156 6.34182 -0.00470128 2.04655e+60 0.0449665 1.72175e+118 138.871
1838.9 9.45156 6.34135 -0.00470128 2.05577e+60 0.0449632 1.73705e+118 138.876
1839 9.45156 6.34088 -0.00470128 2.06503e+60 0.0449599 1.75249e+118 138.88
1839.1 9.45156 6.34041 -0.00470128 2.07434e+60 0.0449566 1.76806e+118 138.885
1839.2 9.45156 6.33994 -0.00470128 2.08368e+60 0.0449533 1.78377e+118 138.889
1839.3 9.45156 6.33947 -0.00470127 2.09307e+60 0.0449499 1.79962e+118 138.894
1839.4 9.45156 6.339 -0.00470127 2.1025e+60 0.0449466 1.81561e+118 138.898
1839.5 9.45156 6.33853 -0.00470127 2.11197e+60 0.0449433 1.83174e+118 138.903
1839.6 9.45156 6.33806 -0.00470127 2.12148e+60 0.04494 1.84801e+118 138.907
1839.7 9.45156 6.33759 -0.00470127 2.13104e+60 0.0449367 1.86442e+118 138.912
1839.8 9.45156 6.33712 -0.00470126 2.14064e+60 0.0449334 1.88098e+118 138.916
1839.9 9.45156 6.33665 -0.00470126 2.15028e+60 0.0449301 1.89768e+118 138.921
1840 9.45156 6.33618 -0.00470126 2.15996e+60 0.0449267 1.91453e+118 138.925
1840.1 9.45156 6.33571 -0.00470126 2.16968e+60 0.0449234 1.93153e+118 138.93
1840.2 9.45156 6.33524 -0.00470126 2.17945e+60 0.0449201 1.94868e+118 138.934
1840.3 9.45156 6.33477 -0.00470126 2.18926e+60 0.0449168 1.96598e+118 138.939
1840.4 9.45156 6.3343 -0.00470125 2.19912e+60 0.0449135 1.98343e+118 138.943
1840.5 9.45156 6.33383 -0.00470125 2.20902e+60 0.0449102 2.00104e+118 138.948
1840.6 9.45156 6.33336 -0.00470125 2.21896e+60 0.0449068 2.0188e+118 138.952
1840.7 9.45156 6.33289 -0.00470125 2.22895e+60 0.0449035 2.03671e+118 138.957
1840.8 9.45156 6.33242 -0.00470125 2.23898e+60 0.0449002 2.05479e+118 138.961
1840.9 9.45156 6.33195 -0.00470124 2.24905e+60 0.0448969 2.07302e+118 138.966
1841 9.45156 6.33148 -0.00470124 2.25917e+60 0.0448936 2.09142e+118 138.97
1841.1 9.45156 6.33101 -0.00470124 2.26934e+60 0.0448903 2.10997e+118 138.975
1841.2 9.45156 6.33054 -0.00470124 2.27955e+60 0.044887 2.12869e+118 138.979
1841.3 9.45156 6.33007 -0.00470124 2.2898e+60 0.0448836 2.14757e+118 138.984
1841.4 9.45156 6.3296 -0.00470123 2.3001e+60 0.0448803 2.16662e+118 138.988
1841.5 9.45156 6.32913 -0.00470123 2.31045e+60 0.044877 2.18584e+118 138.993
1841.6 9.45156 6.32866 -0.00470123 2.32084e+60 0.0448737 2.20523e+118 138.997
1841.7 9.45156 6.32819 -0.00470123 2.33128e+60 0.0448704 2.22478e+118 139.002
1841.8 9.45156 6.32772 -0.00470123 2.34176e+60 0.0448671 2.24451e+118 139.006
1841.9 9.45156 6.32725 -0.00470123 2.35229e+60 0.0448637 2.26441e+118 139.01
1842 9.45156 6.32678 -0.00470122 2.36287e+60 0.0448604 2.28449e+118 139.015
1842.1 9.45156 6.32631 -0.00470122 2.37349e+60 0.0448571 2.30474e+118 139.019
1842.2 9.45156 6.32584 -0.00470122 2.38416e+60 0.0448538 2.32517e+118 139.024
1842.3 9.45156 6.32537 -0.00470122 2.39488e+60 0.0448505 2.34578e+118 139.028
1842.4 9.45156 6.3249 -0.00470122 2.40564e+60 0.0448472 2.36657e+118 139.033
1842.5 9.45156 6.32443 -0.00470121 2.41646e+60 0.0448439 2.38755e+118 139.037
1842.6 9.45156 6.32396 -0.00470121 2.42732e+60 0.0448405 2.40871e+118 139.042
1842.7 9.45156 6.32349 -0.00470121 2.43823e+60 0.0448372 2.43005e+118 139.046
1842.8 9.45156 6.32302 -0.00470121 2.44918e+60 0.0448339 2.45158e+118 139.051
1842.9 9.45156 6.32255 -0.00470121 2.46019e+60 0.0448306 2.4733e+118 139.055
1843 9.45156 6.32208 -0.0047012 2.47124e+60 0.0448273 2.49522e+118 139.06
1843.1 9.45156 6.32161 -0.0047012 2.48234e+60 0.044824 2.51732e+118 139.064
1843.2 9.45156 6.32114 -0.0047012 2.49349e+60 0.0448206 2.53962e+118 139.069
1843.3 9.45156 6.32067 -0.0047012 2.50469e+60 0.0448173 2.56211e+118 139.073
1843.4 9.45156 6.3202 -0.0047012 2.51594e+60 0.044814 2.5848e+118 139.078
1843.5 9.45156 6.31973 -0.0047012 2.52724e+60 0.0448107 2.6077e+118 139.082
1843.6 9.45156 6.31926 -0.00470119 2.53859e+60 0.0448074 2.63079e+118 139.087
1843.7 9.45156 6.31879 -0.00470119 2.54999e+60 0.0448041 2.65408e+118 139.091
1843.8 9.45156 6.31832 -0.00470119 2.56144e+60 0.0448008 2.67758e+118 139.096
1843.9 9.45156 6.31785 -0.00470119 2.57295e+60 0.0447974 2.70129e+118 139.1
1844 9.45156 6.31738 -0.00470119 2.5845e+60 0.0447941 2.7252e+118 139.105
1844.1 9.45156 6.31691 -0.00470118 2.5961e+60 0.0447908 2.74932e+118 139.109
1844.2 9.45156 6.31644 -0.00470118 2.60775e+60 0.0447875 2.77366e+118 139.114
1844.3 9.45156 6.31597 -0.00470118 2.61946e+60 0.0447842 2.79821e+118 139.118
1844.4 9.45156 6.3155 -0.00470118 2.63122e+60 0.0447809 2.82297e+118 139.123
1844.5 9.45156 6.31503 -0.00470118 2.64302e+60 0.0447776 2.84795e+118 139.127
1844.6 9.45156 6.31456 -0.00470117 2.65488e+60 0.0447742 2.87315e+118 139.132
1844.7 9.45156 6.31409 -0.00470117 2.6668e+60 0.0447709 2.89857e+118 139.136
1844.8 9.45156 6.31362 -0.00470117 2.67876e+60 0.0447676 2.92421e+118 139.14
1844.9 9.45156 6.31315 -0.00470117 2.69078e+60 0.0447643 2.95008e+118 139.145
1845 9.45156 6.31268 -0.00470117 2.70285e+60 0.044761 2.97618e+118 139.149
1845.1 9.45156 6.31221 -0.00470117 2.71498e+60 0.0447577 3.0025e+118 139.154
1845.2 9.45156 6.31174 -0.00470116 2.72716e+60 0.0447543 3.02906e+118 139.158
1845.3 9.45156 6.31127 -0.00470116 2.73939e+60 0.044751 3.05585e+118 139.163
1845.4 9.45156 6.3108 -0.00470116 2.75168e+60 0.0447477 3.08287e+118 139.167
1845.5 9.45156 6.31033 -0.00470116 2.76402e+60 0.0447444 3.11013e+118 139.172
1845.6 9.45156 6.30986 -0.00470116 2.77641e+60 0.0447411 3.13763e+118 139.176
1845.7 9.45156 6.30939 -0.00470115 2.78886e+60 0.0447378 3.16537e+118 139.181
1845.8 9.45156 6.30892 -0.00470115 2.80136e+60 0.0447345 3.19335e+118 139.185
1845.9 9.45156 6.30845 -0.00470115 2.81392e+60 0.0447311 3.22158e+118 139.19
1846 9.45156 6.30798 -0.00470115 2.82654e+60 0.0447278 3.25005e+118 139.194
1846.1 9.45156 6.30751 -0.00470115 2.83921e+60 0.0447245 3.27878e+118 139.199
1846.2 9.45156 6.30704 -0.00470114 2.85193e+60 0.0447212 3.30776e+118 139.203
1846.3 9.45156 6.30657 -0.00470114 2.86472e+60 0.0447179 3.33699e+118 139.208
1846.4 9.45156 6.3061 -0.00470114 2.87756e+60 0.0447146 3.36647e+118 139.212
1846.5 9.45156 6.30563 -0.00470114 2.89045e+60 0.0447112 3.39622e+118 139.217
1846.6 9.45156 6.30515 -0.00470114 2.9034e+60 0.0447079 3.42622e+118 139.221
1846.7 9.45156 6.30468 -0.00470114 2.91641e+60 0.0447046 3.45649e+118 139.225
1846.8 9.45156 6.30421 -0.00470113 2.92948e+60 0.0447013 3.48702e+118 139.23
1846.9 9.45156 6.30374 -0.00470113 2.9426e+60 0.044698 3.51782e+118 139.234
1847 9.45156 6.30327 -0.00470113 2.95578e+60 0.0446947 3.54889e+118 139.239
1847.1 9.45156 6.3028 -0.00470113 2.96902e+60 0.0446914 3.58023e+118 139.243
1847.2 9.45156 6.30233 -0.00470113 2.98232e+60 0.044688 3.61185e+118 139.248
1847.3 9.45156 6.30186 -0.00470112 2.99568e+60 0.0446847 3.64374e+118 139.252
1847.4 9.45156 6.30139 -0.00470112 3.00909e+60 0.0446814 3.67592e+118 139.257
1847.5 9.45156 6.30092 -0.00470112 3.02257e+60 0.0446781 3.70837e+118 139.261
1847.6 9.45156 6.30045 -0.00470112 3.0361e+60 0.0446748 3.74111e+118 139.266
1847.7 9.45156 6.29998 -0.00470112 3.0497e+60 0.0446715 3.77413e+118 139.27
1847.8 9.45156 6.29951 -0.00470111 3.06335e+60 0.0446682 3.80745e+118 139.275
1847.9 9.45156 6.29904 -0.00470111 3.07706e+60 0.0446648 3.84105e+118 139.279
1848 9.45156 6.29857 -0.00470111 3.09084e+60 0.0446615 3.87495e+118 139.284
